龙耀路地铁站	11	31.1598470	121.4597630
云锦路地铁站	11	31.1665902364	121.4586300042
龙华地铁站	11	31.1727709368	121.4529739818
上海游泳馆地铁站	11	31.1792230	121.4416390
徐家汇地铁站	11	31.1946280	121.4361350
交通大学地铁站	11	31.2022640	121.4352560
江苏路地铁站	11	31.2205180	121.4306710
隆德路地铁站	11	31.2305080	121.4235680
曹杨路地铁站	11	31.2394100	121.4178830
枫桥路地铁站	11	31.2418170	121.4114530
真如地铁站	11	31.2508370	121.4071940
上海西站地铁站	11	31.2630100	121.4002660
李子园地铁站	11	31.2690200	121.3899690
祁连山路地铁站	11	31.2716570	121.3759570
武威路地铁站	11	31.2766460	121.3646780
桃浦新村地铁站	11	31.2816030	121.3496230
南翔地铁站	11	31.2968430	121.3232690
马陆地铁站	11	31.3194600	121.2768390
嘉定新城地铁站	11	31.3296233	121.2546919
白银路地铁站	11	31.3451880	121.2454210
嘉定西地铁站	11	31.3770840	121.2278630
嘉定北地铁站	11	31.3915110	121.2373260
上海赛车场地铁站	11	31.3318380	121.2260610
昌吉东路地铁站	11	31.2935540	121.2003840
上海汽车城地铁站	11	31.2853860	121.1808080
安亭地铁站	11	31.2877820	121.1632640
兆丰路地铁站	11	31.2889750	121.1503480
光明路地铁站	11	31.0440048691	121.4127880528
花桥地铁站	11	31.2987960	121.1043160
七莘路地铁站	12	31.1327110	121.3641950
虹莘路地铁站	12	31.1373060	121.3793740
顾戴路地铁站	12	31.1412100	121.3943500
东兰路地铁站	12	31.1547990	121.3920550
虹梅路地铁站	12	31.1622090	121.4025610
虹漕路地铁站	12	31.1784829	121.4083419
桂林公园地铁站	12	31.1668840	121.4186530
漕宝路地铁站	12	31.1682370	121.4349770
龙漕路地铁站	12	31.1694610	121.4443890
龙华地铁站	12	31.1747247136	121.4529567238
龙华中路地铁站	12	31.1849660	121.4571380
大木桥路地铁站	12	31.1940040	121.4633160
嘉善路地铁站	12	31.2028550	121.4608560
陕西南路地铁站	12	31.2150000	121.4582660
南京西路地铁站	12	31.2298610	121.4599890
汉中路地铁站	12	31.2416200	121.4583210
曲阜路地铁站	12	31.2423070	121.4715430
天潼路地铁站	12	31.2439080	121.4824490
国际客运中心地铁站	12	31.2500550	121.4980470
提篮桥地铁站	12	31.2534670	121.5066760
大连路地铁站	12	31.2579380	121.5130880
江浦公园地铁站	12	31.2665974	121.5281962
宁国路地铁站	12	31.2686620	121.5324400
隆昌路地铁站	12	31.2752090	121.5446880
爱国路地铁站	12	31.2797880	121.5526550
复兴岛地铁站	12	31.2853000	121.5620000
东陆路地铁站	12	31.2825320	121.5789070
巨峰路地铁站	12	31.2806800	121.5884480
杨高北路地铁站	12	31.2800920	121.6029370
金京路地铁站	12	31.2798210	121.6155120
申江路地铁站	12	31.2801890	121.6267810
金海路地铁站	12	31.2630420	121.6385720
金运路地铁站	13	31.2410260	121.3191270
金沙江西路地铁站	13	31.2411500	121.3351380
丰庄地铁站	13	31.2425420	121.3551940
祁连山南路地铁站	13	31.2376250	121.3672750
真北路地铁站	13	31.2323570	121.3817120
大渡河路地铁站	13	31.2317760	121.3948940
金沙江路地铁站	13	31.2321350	121.4132170
隆德路地铁站	13	31.2305080	121.4235680
武宁路地铁站	13	31.2343660	121.4305220
长寿路地铁站	13	31.2408792893	121.4384532639
江宁路地铁站	13	31.2440260	121.4435440
汉中路地铁站	13	31.2416200	121.4583210
自然博物馆地铁站	13	31.2344261	121.4634547
南京西路地铁站	13	31.2298610	121.4599890
淮海中路地铁站	13	31.2213400	121.4634990
新天地地铁站	13	31.2164650	121.4752950
马当路地铁站	13	31.2095200	121.4772560
世博会博物馆地铁站	13	31.1936730	121.4811510
世博大道地铁站	13	31.1834110	121.4837990
龙阳路地铁站	16	31.2024910	121.5577250
华夏中路地铁站	16	31.1758440	121.5831000
罗山路地铁站	16	31.1528020	121.5933480
周浦东地铁站	16	31.1099550	121.6069060
鹤沙航城地铁站	16	31.0776300	121.6112350
航头东地铁站	16	31.0549060	121.6174340
新场地铁站	16	31.0454740	121.6489820
野生动物园地铁站	16	31.0502820	121.6997910
惠南地铁站	16	31.0537840	121.7616860
惠南东地铁站	16	31.0265560	121.7937990
书院地铁站	16	30.9592900	121.8505350
临港大道地铁站	16	30.9241980	121.9100730
滴水湖地铁站	16	30.9072680	121.9295590
