6号线灵岩南路,31.148763,121.495316
6号线东方体育中心,31.153366,121.480304
7号线花木路,31.211212,121.562754
7号线龙阳路,31.202491,121.557725
7号线芳华路,31.19316,121.550099
7号线锦绣路,31.187592,121.540041
7号线杨高南路,31.187573,121.525106
7号线高科西路,31.185745,121.509793
7号线云台路,31.182128,121.500375
7号线耀华路,31.178513,121.494612
7号线长清路,31.17461,121.486118
7号线后滩,31.171883,121.473936
7号线龙华中路,31.184966,121.457138
7号线东安路,31.190815,121.45487
7号线肇嘉浜路,31.199494,121.450338
7号线常熟路,31.213524,121.449141
7号线静安寺,31.223204,121.446455
7号线昌平路,31.233884,121.442527
7号线长寿路,31.23997658,121.4381134
7号线镇坪路,31.24651,121.430002
7号线岚皋路,31.256222,121.421793
7号线新村路,31.263952,121.422682
7号线大华三路,31.27387,121.423046
7号线行知路,31.284942,121.421493
7号线大场镇,31.29332,121.416548
7号线场中路,31.303864,121.413694
7号线上大路,31.314963,121.408601
7号线南陈路,31.321436,121.398724
7号线上海大学,31.320573,121.388812
7号线祁华路,31.322315,121.373569
7号线顾村公园,31.344809,121.372763
7号线刘行,31.357568,121.362402
7号线潘广路,31.364179,121.355837
7号线罗南新村,31.388733,121.357451
7号线美兰湖,31.401721,121.350122
8号线沈杜公路,31.061409,121.512228
8号线联航路,31.073417,121.51059
8号线江月路,31.084206,121.509273
8号线浦江镇,31.096245,121.506388
8号线芦恒路,31.119074,121.497813
8号线凌兆新村,31.141357,121.489643
8号线东方体育中心,31.153366,121.480304
8号线杨思,31.161067,121.493463
8号线成山路,31.170688,121.496236
8号线耀华路,31.178513,121.494612
8号线中华艺术宫,31.185411,121.493625
8号线西藏南路,31.201963,121.489561
8号线陆家浜路,31.211772,121.486108
8号线老西门,31.218871,121.482939
8号线大世界,31.227182,121.479326
8号线人民广场,31.232711,121.475755
8号线曲阜路,31.242307,121.471543
8号线中兴路,31.253228,121.469026
8号线西藏北路,31.263523,121.468783
8号线虹口足球场,31.270599,121.479414
8号线曲阳路,31.27652,121.49071
8号线四平路,31.274879,121.501481
8号线鞍山新村,31.273248,121.50973
8号线江浦路,31.274959,121.518447
8号线黄兴路,31.278788,121.528363
8号线延吉中路,31.288592,121.53494
8号线黄兴公园,31.295831,121.533141
8号线翔殷路,31.305002,121.531974
8号线嫩江路,31.314789,121.531952
8号线市光路,31.322757,121.531934
9号线杨高中路,31.227527,121.548714
9号线世纪大道,31.228978,121.52685
9号线商城路,31.2303,121.516214
9号线小南门,31.21698192,121.4985641
9号线陆家浜路,31.211772,121.486108
9号线马当路,31.20952,121.477256
9号线打浦桥,31.206313,121.468689
9号线嘉善路,31.202855,121.460856
9号线肇嘉浜路,31.199494,121.450338
9号线徐家汇,31.194628,121.436135
9号线宜山路,31.175341,121.41823
9号线桂林路,31.174761,121.418069
9号线漕河泾开发区,31.170625,121.39781
9号线合川路,31.166545,121.384782
9号线星中路,31.158148,121.36905
9号线七宝,31.155292,121.34923
9号线中春路,31.149638,121.338183
9号线九亭,31.138561,121.320199
9号线泗泾,31.118319,121.26045
9号线佘山,31.104467,121.229721
9号线洞泾,31.084489,121.230473
9号线松江大学城,31.054089,121.232617
9号线松江新城,31.03031,121.230739
9号线松江体育中心,31.015566,121.230488
9号线醉白池,31.001529,121.229351
9号线松江南站,30.985223,121.231067
10号线新江湾城,31.328588,121.506766
10号线殷高东路,31.321777,121.506815
10号线三门路,31.3115296,121.4860935
10号线江湾体育场,31.302861,121.514218
10号线五角场,31.298063,121.514648
10号线国权路,31.289303,121.510039
10号线同济大学,31.282182,121.50631
10号线四平路,31.274879,121.501481
10号线邮电新村,31.268704,121.494561
10号线海伦路,31.259276,121.488675
10号线四川北路,31.252076,121.484352
10号线天潼路,31.243908,121.482449
10号线南京东路,31.238073,121.484641
10号线豫园,31.22776,121.487478
10号线老西门,31.218871,121.482939
10号线新天地,31.216465,121.475295
10号线陕西南路,31.215,121.458266
10号线上海图书馆,31.2081,121.44435
10号线交通大学,31.202264,121.435256
10号线虹桥路,31.197448,121.420773
10号线宋园路,31.196593,121.41173
10号线伊犁路,31.198834,121.404069
10号线水城路,31.199425,121.392076
10号线龙溪路,31.194331,121.379917
10号线龙柏新村,31.177068,121.370378
10号线紫藤路,31.16976,121.364412
10号线航中路,31.165853,121.355163
10号线上海动物园,31.190246,121.368146
10号线虹桥1号航站楼,31.191365,121.347081
10号线虹桥2号航站楼,31.19423,121.326249
10号线虹桥火车站,31.19395,121.32155
11号线迪士尼,31.14122687,121.6680549
11号线康新公路,31.13044567,121.6174723
11号线秀沿路,31.136287,121.590264
11号线罗山路,31.152802,121.593348
11号线御桥,31.158171,121.571097
11号线浦三路,31.150836,121.538879
11号线三林东,31.146453,121.522975
11号线三林,31.143227,121.511519
11号线东方体育中心,31.153366,121.480304
11号线龙耀路,31.159847,121.459763
11号线云锦路,31.16659024,121.45863
11号线龙华,31.17277094,121.452974
11号线上海游泳馆,31.179223,121.441639
11号线徐家汇,31.194628,121.436135
11号线交通大学,31.202264,121.435256
11号线江苏路,31.220518,121.430671
11号线隆德路,31.230508,121.423568
11号线曹杨路,31.23941,121.417883
11号线枫桥路,31.241817,121.411453
11号线真如,31.250837,121.407194
11号线上海西站,31.26301,121.400266
11号线李子园,31.26902,121.389969
11号线祁连山路,31.271657,121.375957
11号线武威路,31.276646,121.364678
11号线桃浦新村,31.281603,121.349623
11号线南翔,31.296843,121.323269
11号线马陆,31.31946,121.276839
11号线嘉定新城,31.3296233,121.2546919
11号线白银路,31.345188,121.245421
11号线嘉定西,31.377084,121.227863
11号线嘉定北,31.391511,121.237326
11号线上海赛车场,31.331838,121.226061
11号线昌吉东路,31.293554,121.200384
11号线上海汽车城,31.285386,121.180808
11号线安亭,31.287782,121.163264
11号线兆丰路,31.288975,121.150348
11号线光明路,31.04400487,121.4127881
11号线花桥,31.298796,121.104316
12号线七莘路,31.132711,121.364195
12号线虹莘路,31.137306,121.379374
12号线顾戴路,31.14121,121.39435
12号线东兰路,31.154799,121.392055
12号线虹梅路,31.162209,121.402561
12号线虹漕路,31.1784829,121.4083419
12号线桂林公园,31.166884,121.418653
12号线漕宝路,31.168237,121.434977
12号线龙漕路,31.169461,121.444389
12号线龙华,31.17472471,121.4529567
12号线龙华中路,31.184966,121.457138
12号线大木桥路,31.194004,121.463316
12号线嘉善路,31.202855,121.460856
12号线陕西南路,31.215,121.458266
12号线南京西路,31.229861,121.459989
12号线汉中路,31.24162,121.458321
12号线曲阜路,31.242307,121.471543
12号线天潼路,31.243908,121.482449
12号线国际客运中心,31.250055,121.498047
12号线提篮桥,31.253467,121.506676
12号线大连路,31.257938,121.513088
12号线江浦公园,31.2665974,121.5281962
12号线宁国路,31.268662,121.53244
12号线隆昌路,31.275209,121.544688
12号线爱国路,31.279788,121.552655
12号线复兴岛,31.2853,121.562
12号线东陆路,31.282532,121.578907
12号线巨峰路,31.28068,121.588448
12号线杨高北路,31.280092,121.602937
12号线金京路,31.279821,121.615512
12号线申江路,31.280189,121.626781
12号线金海路,31.263042,121.638572
13号线金运路,31.241026,121.319127
13号线金沙江西路,31.24115,121.335138
13号线丰庄,31.242542,121.355194
13号线祁连山南路,31.237625,121.367275
13号线真北路,31.232357,121.381712
13号线大渡河路,31.231776,121.394894
13号线金沙江路,31.232135,121.413217
13号线隆德路,31.230508,121.423568
13号线武宁路,31.234366,121.430522
13号线长寿路,31.24087929,121.4384533
13号线江宁路,31.244026,121.443544
13号线汉中路,31.24162,121.458321
13号线自然博物馆,31.2344261,121.4634547
13号线南京西路,31.229861,121.459989
